index,question_category,question,answers,correct_answers,answers_category
0000492,03,"Which AWS support plan includes a dedicated Technical Account Manager?","Developer,Enterprise,Business,Basic","Enterprise",0
0000493,03,"What time-savings advantage is offered with the use of Amazon Rekognition?","Amazon Rekognition provides automatic watermarking of images,Amazon Rekognition provides automatic detection of objects appearing in pictures,Amazon Rekognition provides the ability to resize millions of images automatically,Amazon Rekognition uses Amazon Mechanical Turk to allow humans to bid on object detection jobs","Amazon Rekognition provides automatic detection of objects appearing in pictures",0
0000494,03,"Which AWS service can be used to automatically scale an application up and down without making capacity planning decisions?","Amazon AutoScaling,Amazon Redshift,AWS CloudTrail,AWS Lambda","Amazon AutoScaling",0
0000495,03,"Amazon Relational Database Service (Amazon RDS) offers which of the following benefits over traditional database management?","AWS manages the data stored in Amazon RDS tables,AWS manages the maintenance of the operating system,AWS automatically scales up instance types on demand,AWS manages the database type","AWS manages the maintenance of the operating system",0
0000496,01,"A company's web application currently has light dependencies on underlying components so when one component fails the entire web application fails. Applying which AWS Cloud design principle will address the current design issue?","Implementing elasticity enabling the application to scale",0
0000497,02,"A customer would like to design and build a new workload on AWS Cloud but does not have the AWS-related software technical expertise in-house. Which of the following AWS programs can a customer take advantage of to achieve that outcome?","AWS Partner Network Technology Partners,AWS Marketplace,AWS Partner Network Consulting Partners,AWS Service Catalog","AWS Partner Network Consulting Partners",0
0000498,03,"Which service stores objects, provides real-time access to those objects, and offers versioning and lifecycle capabilities?","Amazon Glacier,AWS Storage Gateway,Amazon S3,Amazon EBS","Amazon S3",0
0000499,01,"Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?","Implement automation,Design for agility,Design for failure,Implement elasticity","Design for failure",0
0000500,03,"Which service should a customer use to consolidate and centrally manage multiple AWS accounts?","AWS IAM,AWS Organizations,AWS Schema Conversion Tool,AWS Config","AWS Organizations",0
0000501,03,"How can a company reduce its Total Cost of Ownership (TCO) using AWS?","By minimizing large capital expenditures.,By having no responsibility for third-party license costs.,By having no operational expenditures.,By having AWS manage applications.","By minimizing large capital expenditures.",0
0000502,03,"Which options does AWS make available for customers who want to learn about security in the cloud in an instructor-led setting? (Select TWO)","AWS Trusted Advisor.,AWS Online Tech Talks.,AWS Blog.,AWS Forums.,AWS Classroom Training.","AWS Online Tech Talks.,AWS Classroom Training.",1
0000503,03,"Which of the following will enhance the security of access to the AWS Management Console'? (Select TWO)","AWS Secrets Manager.,AWS Certificate Manager.,AWS Multi-Factor Authentication (AWS MFA).,Security groups.,Password policies.","AWS Multi-Factor Authentication (AWS MFA).,Password policies.",1
0000504,03,"Which of the following features can be configured through the Amazon Virtual Private Cloud (Amazon VPC) Dashboard? (Select TWO)","Amazon CloudFront distributions.,Amazon Route 53.,Security Groups.,Subnets.,Elastic Load Balancing.","Security Groups.,Subnets.",1
0000505,03,"For which auditing process does AWS have sole responsibility?","AWS IAM policies.,Physical security.,Amazon S3 bucket policies.,AWS CloudTrail Logs.","Physical security.",0
0000506,03,"Which of the following are advantages of AWS consolidated billing? (Select TWO)","The ability to receive one bill for multiple accounts.,Service limits increasing by default in all accounts.,A fixed discount on the monthly bill.,Potential volume discounts, as usage in all accounts is combined.,The automatic extension of the master account's AWS support plan to all accounts.","The ability to receive one bill for multiple accounts.,Potential volume discounts, as usage in all accounts is combined.",1
0000507,03,"Which of the following common IT tasks can AWS cover to free up company IT resources? (Select TWO)","Patching databases software.,Testing application releases.,Backing up databases.,Creating database schema.,Running penetration tests.","Patching databases software.,Backing up databases.",1
0000508,03,"A company wants to expand from one AWS Region into a second AWS Region. What does the company need to do to start supporting the new Region?","Contact an AWS Account Manager to sign a new contract.,Move an Availability Zone to the new Region.,Begin deploying resources in the second Region.,Download the AWS Management Console for the new Region.","Begin deploying resources in the second Region.",0
0000509,03,"Why is it beneficial to use Elastic Load Balancers with applications?","They allow for the conversion from Application Load.,Balancers to Classic Load Balancers.,They are capable of handling constant changes in network traffic patterns.,They automatically adjust capacity. They are provided at no charge to users.","They are capable of handling constant changes in network traffic patterns.",0
0000510,03,"Which is the MINIMUM AWS Support plan that allows for one-hour target response time for support cases?","Enterprise.,Business.,Developer,Basic","Business.",0
0000511,03,"What is the lowest-cost, durable storage option for retaining database backups for immediate retrieval?","Amazon S3.,Amazon Glacier.,Amazon EBS.,Amazon EC2 Instance Store.","Amazon S3.",0
0000512,03,"What AWS team assists customers with accelerating cloud adoption through paid engagements in any of several specialty practice areas?","AWS Enterprise Support.,AWS Solutions Architects.,AWS Professional Services.,AWS Account Managers.","AWS Professional Services.",0
0000513,03,"A company needs 24/7 phone email and chat access with a response time of less than 1 hour if a production system has a service interruption Which AWS Support plan meets these requirements at the LOWEST cost?","Basic.,Developer.,Business.,Enterprise.","Business.",0
0000514,03,"If a customer needs to audit the change management of AWS resources, which of the following AWS services should the customer use?","AWS Config.,AWS Trusted Advisor.,Amazon CloudWatch.,Amazon Inspector.","AWS Config.",0
0000515,03,"How does AWS Trusted Advisor provide guidance to users of the AWS Cloud? (Select TWO)","It identifies software vulnerabilities in applications running on AWS.,It provides a list of cost optimization recommendations based on current AWS usage.,It detects potential security vulnerabilities caused by permissions settings on account resources.,It automatically corrects potential security issues caused by permissions settings on account resources.,It provides proactive alerting whenever an Amazon EC2 instance has been compromised.","It provides a list of cost optimization recommendations based on current AWS usage.,It detects potential security vulnerabilities caused by permissions settings on account resources.",1
0000516,03,"Which AWS managed service is used to host databases?","AWS Batch.,AWS Artifact.,AWS Data Pipeline.,Amazon RDS.","Amazon RDS.",0
0000517,03,"Which of the following Identity and Access Management (IAM) entities is associated with an access key ID and secret access key when using AWS Command Line Interface (AWS CLI)?","IAM group.,IAM user.,IAM role.,IAM policy.","IAM user.",0
0000518,03,"Under the shared responsibility model, which of the following is the customer responsible for?","Ensuring that disk drives are wiped after use.,Ensuring that firmware is updated on hardware devices.,Ensuring that data is encrypted at rest.,Ensuring that network cables are category six or higher.","Ensuring that data is encrypted at rest.",0
0000519,03,"Which AWS service provides a simple and scalable shared file storage solution for use with Linux-based AWS and on-premises servers?","Amazon S3.,Amazon Glacier.,Amazon EBS.,Amazon EFS.","Amazon EFS.",0
0000520,03,"What credential components are required to gain programmatic access to an AWS account? (Select TWO)","An access key ID.,A primary key.,A secret access key.,A user ID.,A secondary key.","An access key ID.,A secret access key.",1
0000521,03,"Which of the following is a shared control between the customer and AWS?","Providing a key for Amazon S3 client-side encryption.,Configuration of an Amazon EC2 instance.,Environmental controls of physical AWS data centers.,Awareness.","Awareness.",0
0000522,03,"Which type of AWS storage is ephemeral and is deleted when an instance is stopped Of terminated?","Amazon EBS.,Amazon EC2 instance store.,Amazon EFS.,Amazon S3.","Amazon EC2 instance store.",0
0000523,03,"Which of the following is an advantage of consolidated billing on AWS?","Volume pricing qualification.,Shared access permissions.,Multiple bills per account.,Eliminates the need for tagging.","Volume pricing qualification.",0
0000524,03,"Which services are parts of the AWS serverless platform?","Amazon EC2, Amazon S3, Amazon Athena.,Amazon Kinesis, Amazon SQS, Amazon EMR.,AWS Step Functions, Amazon DynamoDB, Amazon SNS.,Amazon Athena, Amazon Cognito, Amazon EC2.","AWS Step Functions, Amazon DynamoDB, Amazon SNS.",0
0000525,03,"Which of the following Amazon EC2 pricing models allow customers to use existing server-bound software licenses?","Spot Instances.,Reserved Instances.,Dedicated Hosts.,On-Demand Instances.","Dedicated Hosts.",0
0000526,03,"Which of the following security measures protect access to an AWS account? (Select TWO)","Enable AWS CloudTrail.,Grant least privilege access to IAM users.,Create one IAM user and share with many developers and users.,Enable Amazon CloudFront.,Activate multi-factor authentication (MFA) for privileged users.","Grant least privilege access to IAM users.,Activate multi-factor authentication (MFA) for privileged users.",1
0000527,03,"Which AWS service provides the ability to manage infrastructure as code?","AWS CodePipeline.,AWS CodeDeploy.,AWS Direct Connect.,AWS CloudFormation.","AWS CloudFormation.",0
0000528,03,"What is an advantage of deploying an application across multiple Availability Zones?","There is a lower risk of service failure if a natural disaster causes a service disruption in a given AWS Region.,The application will have higher availability because it can withstand a service disruption in one Availability Zone.,There will be better coverage as Availability Zones are geographical^ distant and can serve a wider area.,There will be decreased application latency that will improve the user experience.","The application will have higher availability because it can withstand a service disruption in one Availability Zone.",0
0000529,03,"A customer needs to run a MySQL database that easily scales. Which AWS service should they use?","Amazon Aurora.,Amazon Redshift.,Amazon DynamoDB.,Amazon ElastiCache.","Amazon Aurora.",0
0000530,03,"Which of the following is an AWS Cloud architecture design principle?","Implement single points of failure.,Implement loose coupling.,Implement monolithic design.,Implement vertical scaling.","Implement loose coupling.",0
0000531,03,"AWS Enterprise Support users have access to which service or feature that is not available to users with other AWS Support plans?","AWS Trusted Advisor.,AWS Support case.,Concierge team.,Amazon Connect.","Concierge team.",0
0000532,03,"A company will be moving from an on-premises data center to the AWS Cloud. What would be one financial difference after the move?","Moving from variable operational expense ( opex ) to upfront capital expense (capex).,Moving from upfront capital expense (capex) to variable capital expense (capex).,Moving from upfront capital expense (capex) to variable operational expense ( opex ).,Elimination of upfront capital expense (capex) and elimination of variable operational expense ( opex ).","Moving from upfront capital expense (capex) to variable operational expense ( opex ).",0
0000533,03,"When performing a cost analysis that supports physical isolation of a customer workload, which compute hosting model should be accounted for in the Total Cost of Ownership (TCO)?","Dedicated Hosts,Reserved Instances,On-Demand Instances,No Upfront Reserved Instances","Dedicated Hosts",0
0000534,03,"Which AWS service should be used for long-term, low-cost storage of data backups?","Amazon RDS.,Amazon Glacier.,AWS Snowball.,AWS EBS.","Amazon Glacier.",0
0000535,03,"Which is the MINIMUM AWS Support plan that provides technical support through phone calls?","Enterprise.,Business.,Developer.,Basic.","Business.",0
0000536,03,"Which Amazon EC2 instance pricing model can provide discounts of up to 90%?","Reserved Instances.,On-Demand.,Dedicated Hosts.,Spot Instances.","Spot Instances.",0
0000537,03,"Which of the following AWS services can be used to serve large amounts of online video content with the lowest possible latency? (Select TWO)","appGateway.,Amazon S3.,Amazon Elastic File System (EFS).,Amazon Glacier.,Amazom CloudFront.","Amazon S3.,Amazom CloudFront.",1
0000538,03,"What can AWS edge locations be used for? (Select TWO)","Hosting applications.,Delivering content closer to users.,Running NoSQL database caching services.,Reducing traffic on the server by caching responses.,Sending notification messages to end users.","Delivering content closer to users.,Reducing traffic on the server by caching responses.",1
0000539,03,"A company is planning to migrate from on-premises to the AWS Cloud. When AWS tool or service provides detailed reports on estimated cost savings after migration?","AWS Total Cost of Ownership (TCO) Calculator.,Cost Explorer.,AWS Budgets.,AWS Migration Hub.","AWS Total Cost of Ownership (TCO) Calculator.",0
0000540,03,"Which AWS service provides a customized view of the health of specific AWS services that power a customer's workloads running on AWS?","AWS Service Health Dashboard.,AWS X-Ray.,AWS Personal Health Dashboard.,Amazon CloudWatch.","AWS Personal Health Dashboard.",0
0000541,03,"One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:","It allows the business to eliminate IT bills.,It allows the business to put a server in each customer's data center.,It allows the business to focus on business activities.,It allows the business to leave servers unpatched.","It allows the business to focus on business activities.",0
0000542,03,"How can an AWS user with an AWS Basic Support plan obtain technical assistance from AWS?","AWS Senior Support Engineers.,AWS Technical Account Managers.,AWS Trusted Advisor.,AWS Discussion Forums.","AWS Discussion Forums.",0
0000543,03,"How can a user protect against AWS service disruptions if a natural disaster affects an entire geographic area?","Deploy applications across multiple Availability Zones within an AWS Region.,Use a hybrid cloud computing deployment model within the geographic area.,Deploy applications across multiple AWS Regions.,Store application artifacts using AWS Artifact and replicate them across multiple AWS Regions.","Deploy applications across multiple AWS Regions.",0
0000544,03,"Which activity is a customer responsibility in the AWS Cloud according to the AWS shared responsibility model?","Ensuring network connectivity from AWS to the internet.,Patching and fixing flaws within the AWS Cloud infrastructure.,Ensuring the physical security of cloud data centers.,Ensuring Amazon EBS volumes are backed up.","Ensuring Amazon EBS volumes are backed up.",0
0000545,03,"In which scenario should Amazon EC2 Spot Instances be used?","A company wants to move its main website to AWS from an on-premises web server.,A company has a number of application services whose Service Level Agreement (SLA) requires 99.999% uptime.,A company's heavily used legacy database is currently running on-premises.,A company has a number of infrequent, interruptible jobs that are currently using On-Demand Instances.","A company has a number of infrequent, interruptible jobs that are currently using On-Demand Instances.",0
0000546,03,"A customer is deploying a new application and needs to choose an AWS Region. Which of the following factors could influence the customer's decision? (Select TWO)","Reduced latency to users.,The application's presentation in the local language.,Data sovereignty compliance.,Cooling costs in hotter climates.,Proximity to the customer's office for on-site visits.","Reduced latency to users.,Data sovereignty compliance.",1
0000547,03,"Which AWS service provides alerts when an AWS event may impact a company's AWS resources?","AWS Personal Health Dashboard.,AWS Service Health Dashboard.,AWS Trusted Advisor.,AWS Infrastructure Event Management.","AWS Personal Health Dashboard.",0
0000548,03,"Which disaster recovery scenario offers the lowest probability of down time?","Backup and restore.,Pilot light.,Warm standby.,Multi-site active-active.","Multi-site active-active.",0
0000549,03,"Which service's PRIMARY purpose is software version control?","Amazon CodeStar.,AWS Command Line Interface (AWS CLI).,Amazon Cognito.,AWS CodeCommit.","AWS CodeCommit.",0
0000550,03,"How can a customer increase security to AWS account logons? (Select TWO)","Configure AWS Certificate Manager,Enable Multi-Factor Authentication (MFA),Use Amazon Cognito to manage access,Configure a strong password policy,Enable AWS Organizations","Enable Multi-Factor Authentication (MFA),Configure a strong password policy",1
0000551,03,"Which of the following components of the AWS Global Infrastructure consists of one or more discrete data centers interconnected through low latency links?","Availability Zone,Edge location,Region,Private networking","Availability Zone",0
0000552,03,"One benefit of On-Demand Amazon Elastic Compute Cloud (Amazon EC2) pricing is:","The ability to bid for a lower hourly cost.,Paying a daily rate regardless of time used.,Paying only for time used.,Pre-paying for instances and paying a lower hourly rate","Paying only for time used.",0
0000553,03,"What can assist in evaluating an application for migration to the cloud? (Select TWO)","AWS Trusted Advisor,AWS Professional Services,AWS Systems Manager,AWS Partner Network (APN),AWS Secrets Manager","AWS Professional Services,AWS Partner Network (APN)",1
0000554,03,"A characteristic of edge locations is that they:","Host Amazon EC2 instances closer to users,Help lower latency and improve performance for users,Cache frequently changing data without reaching the origin server,Refresh data changes daily","Help lower latency and improve performance for users",0
0000555,03,"Which of the following are valid ways for a customer to interact with AWS services? (Select TWO)","Command line interface,On-premises,Software Development Kits,Software-as-a-service,Hybrid","Command line interface,Software Development Kits",1
0000556,03,"What is a value proposition of the AWS Cloud?","AWS is responsible for security in the AWS Cloud,No long-term contract is required,Provision new servers in days,AWS manages user applications in the AWS Cloud","No long-term contract is required",0
0000557,03,"A company is migrating an application that is running non-interruptible workloads for a three-year time frame. Which pricing construct would provide the MOST cost-effective solution?","Amazon EC2 Spot Instances,Amazon EC2 Dedicated Instances,Amazon EC2 On-Demand Instances,Amazon EC2 Reserved Instances","Amazon EC2 Reserved Instances",0
0000558,03,"Which AWS service is used to track record, and audit configuration changes made to AWS resources?","AWS Shield,AWS Config,AWS IAM,Amazon Inspector","AWS Config",0
0000559,03,"Which feature of the AWS Cloud will support an international company's requirement for low latency to all of its customers?","Fault tolerance,Global reach,Pay-as-you-go pricing,High availability","Global reach",0
0000560,03,"How can one AWS account use Reserved Instances from another AWS account?","By using Amazon EC2 Dedicated Instances,By using AWS Organizations consolidated billing,By using the AWS Cost Explorer tool,By using AWS Budgets","By using AWS Organizations consolidated billing",0
0000561,03,"What are the benefits of developing and running a new application in the AWS Cloud compared to on-premises? (Select TWO)","AWS automatically distributes the data globally for higher durability,AWS will take care of operating the application,AWS makes it easy to architect for high availability,AWS can easily accommodate application demand changes,AWS takes care of application security patching","AWS makes it easy to architect for high availability,AWS can easily accommodate application demand changes",1
0000562,03,"Which of the following services falls under the responsibility of the customer to maintain operating system configuration, security patching, and networking?","Amazon RDS,Amazon EC2,Amazon ElastiCache,AWS Fargate","Amazon EC2",0
0000563,03,"AWS supports which of the following methods to add security to Identity and Access Management (IAM) users? (Select TWO)","Implementing Amazon Rekognition,Using AWS Shield-protected resources,Blocking access with Security Groups,Using Multi-Factor Authentication (MFA),Enforcing password strength and expiration","Using Multi-Factor Authentication (MFA),Enforcing password strength and expiration",1
0000564,03,"Which service provides a hybrid storage service that enables on-premises applications to seamlessly use cloud storage?","Amazon Glacier,AWS Snowball,AWS Storage Gateway,Amazon Elastic Block Storage (Amazon EBS)","AWS Storage Gateway",0
0000565,03,"Where should a company go to search software listings from independent software vendors to find, test, buy and deploy software that runs on AWS?","AWS Marketplace,Amazon Lumberyard,AWS Artifact,Amazon CloudSearch","AWS Marketplace",0
0000566,03,"Which of the following is a component of the AWS Global Infrastructure?","Amazon Alexa,AWS Regions,Amazon Lightsail,AWS Organizations","AWS Regions",0
0000567,03,"Which Amazon EC2 pricing model adjusts based on supply and demand of EC2 instances?","On-Demand Instances,Reserved Instances,Spot Instances,Convertible Reserved Instances","Spot Instances",0
0000568,03,"A company wants to migrate its applications to a VPC on AWS These applications will need to access on-premises resources. What combination of actions will enable the company to accomplish this goals? (Select TWO)","Use the AWS Service Catalog to identify a list of on-premises resources that can be migrated,Build a VPN connection between an on-premises device and a virtual private gateway in the new VPC,Use Amazon Athena to query data from the on-premises database servers,Connect the company's on-premises data center to AWS using AWS Direct Connect,Leverage Amazon CloudFront to restrict access to static web content provided through the company's on-premises web servers","Build a VPN connection between an on-premises device and a virtual private gateway in the new VPC,Connect the company's on-premises data center to AWS using AWS Direct Connect",1
0000569,03,"A Cloud Practitioner must determine if any security groups in an AWS account have been provisioned to allow unrestricted access for specific ports. What is the SIMPLEST way to do this?","Review the inbound rules for each security group in the Amazon EC2 management console to check for port 0.0.0.0/0,Run AWS Trusted Advisor and review the findings,Open the AWS IAM console and check the inbound rule filters for open access,In AWS Config, create a custom rule that invokes an AWS Lambda function to review firewall rules for inbound access","Run AWS Trusted Advisor and review the findings",0
0000570,03,"Which of the following security-related services does AWS offer? (Select TWO)","Multi-factor authentication physical tokens,AWS Trusted Advisor security checks,Data encryption,Automated penetration testing,Amazon S3 copyrighted content detection","AWS Trusted Advisor security checks,Data encryption",1
0000571,03,"Which of the following services have Distributed Denial of Service (DDoS) mitigation features? (Select TWO)","AWS WAF,Amazon DynamoDB,Amazon EC2,Amazon CloudFront,Amazon Inspector","AWS WAF,Amazon CloudFront",1
0000572,03,"Which of the following AWS features enables a user to launch a pre-configured Amazon EC2 instance?","Amazon Elastic Block Store (Amazon EBS),Amazon Machine Image,Amazon EC2 Systems Manager,Amazon AppStream 2.0","Amazon Machine Image",0
0000573,03,"A solution that is able to support growth in users, traffic, or data size with no drop in performance aligns with which cloud architecture principle?","Think parallel,Implement elasticity,Decouple your components,Design for failure","Implement elasticity",0
0000574,03,"Which AWS Cloud benefit eliminates the need for users to try estimating future infrastructure usage?","Easy and fast deployment of applications in multiple Regions around the world,Security of the AWS Cloud,Elasticity of the AWS Cloud,Lower variable costs due to massive economies of scale","Elasticity of the AWS Cloud",0
0000575,03,"What can users access from AWS Artifact?","AWS security and compliance documents,A download of configuration management details for all AWS resources,Training materials for AWS services,A security assessment of the applications deployed in the AWS Cloud","AWS security and compliance documents",0
0000576,03,"Compared with costs in traditional and virtualized data centers, AWS has:","Greater variable costs and greater upfront costs,Fixed usage costs and lower upfront costs,Lower variable costs and greater upfront costs,Lower variable costs and lower upfront costs","Lower variable costs and lower upfront costs",0
0000577,03,"Which AWS service would a customer use with a static website to achieve lower latency and high transfer speeds?","AWS Lambda,Amazon DynamoDB Accelerator,Amazon Route 53,Amazon CloudFront","Amazon CloudFront",0
0000578,03,"How do Amazon EC2 Auto Scaling groups help achieve high availability for a web application?","They automatically add more instances across multiple AWS Regions based on global demand of the application,They automatically add or replace instances across multiple Availability Zones when the application needs it,They enable the application's static content to reside closer to end users,They are able to distribute incoming requests across a tier of web server instances","They automatically add or replace instances across multiple Availability Zones when the application needs it",0
0000579,03,"Which of the following can limit Amazon Simple Storage Service (Amazon S3) bucket access to specific users?","A public and private key-pair,Amazon Inspector,AWS Identity and Access Management (IAM) policies,Security Groups","AWS Identity and Access Management (IAM) policies",0
0000580,03,"How should a customer forecast the future costs for running a new web application?","Amazon Aurora Backtrack,Amazon CloudWatch Billing Alarms,AWS Simple Monthly Calculator,AWS Cost and Usage report","AWS Simple Monthly Calculator",0
0000581,03,"Where are AWS compliance documents, such as an SOC 1 report, located?","Amazon Inspector,AWS CloudTrail,AWS Artifact,AWS Certificate Manager","AWS Artifact",0
0000582,03,"Which of the following tasks is the responsibility of AWS?","Encrypting client-side data,Configuring AWS Identity and Access Management (IAM) roles,Securing the Amazon EC2 hypervisor,Setting user password policies","Securing the Amazon EC2 hypervisor",0
0000583,03,"Under the shared responsibility model which of the following areas are the customer's responsibility? (Select TWO)","Firmware upgrades of network infrastructure,Patching of operating systems,Patching of the underlying hypervisor,Physical security of data centers,Configuration of the security group","Patching of operating systems,Configuration of the security group",1
0000584,03,"A company is looking for a scalable data warehouse solution. Which of the following AWS solutions would meet the company's needs?","Amazon Simple Storage Service (Amazon S3),Amazon DynamoDB,Amazon Kinesis,Amazon Redshift","Amazon Redshift",0
0000585,03,"Much AWS services provide a way to extend an on-premises architecture to the AWS Cloud? (Select TWO)","Amazon EBS,AWS Direct Connect,Amazon CloudFront,AWS Storage Gateway,Amazon Connect","AWS Direct Connect,AWS Storage Gateway",1
0000586,03,"What are the advantages of the AWS Cloud (Select TWO)","Fixed rate monthly cost,No need to guess capacity requirements,Increased speed to market,Increased upfront capital expenditure,Physical access to cloud data centers","No need to guess capacity requirements,Increased speed to market",1
0000587,03,"How can the AWS Cloud increase user workforce productivity after migration from an on-premises data center?","Users do not have to wait for infrastructure provisioning,The AWS Cloud infrastructure is much faster than an on-premises data center infrastructure,AWS takes over application configuration management on behalf of users,Users do not need to address security and compliance issues","Users do not have to wait for infrastructure provisioning",0
0000588,03,"Which of the following services could be used to deploy an application to servers running on-premises? (Select TWO)","AWS Elastic Beanstalk,AWS OpsWorks,AWS CodeDeploy,AWS Batch,AWS X-Ray","AWS OpsWorks,AWS CodeDeploy",1
0000589,03,"What is an example of agility in the AWS Cloud?","Access to multiple instance types,Access to managed services,Using Consolidated Billing to produce one bill,Decreased acquisition time for new compute resources","Decreased acquisition time for new compute resources",0
0000590,03,"Which AWS security service protects applications from distributed denial of service attacks with always-on detection and automatic inline mitigations?","Amazon Inspector,AWS Web Application Firewall (AWS WAF),Elastic Load Balancing (ELB),AWS Shield","AWS Shield",0
0000591,03,"Which of the following are advantages of AWS consolidated billing? (Choose two)","The ability to receive one bill for multiple accounts,Service limits increasing by default in all accounts,A fixed discount on the monthly bill,Potential volume discounts, as usage in all accounts is combined,The automatic extension of the master account's AWS support plan to all accounts","The ability to receive one bill for multiple accounts,Potential volume discounts, as usage in all accounts is combined",1
0000592,03,"A company is considering using AWS for a self-hosted database that requires a nightly shutdown for maintenance and cost-saving purposes. Which service should the company use?","Amazon Redshift,Amazon DynamoDB,Amazon Elastic Compute Cloud (Amazon EC2) with Amazon EC2 instance store,Amazon EC2 with Amazon Elastic Block Store (Amazon EBS)","Amazon EC2 with Amazon Elastic Block Store (Amazon EBS)",0
0000593,03,"The use of what AWS feature or service allows companies to track and categorize spending on a detailed level?","Cost allocation tags,Consolidated billing,AWS Budgets,AWS Marketplace","Cost allocation tags",0
0000594,03,"Which service stores objects, provides real-time access to those objects, and offers versioning and lifecycle capabilities?","Amazon Glacier,AWS Storage Gateway,Amazon S3,Amazon EBS","Amazon S3",0
0000595,03,"What AWS team assists customers with accelerating cloud adoption through paid engagements in any of several specialty practice area ?","AWS Enterprise Support,AWS Solutions Architects,AWS Professional Services,AWS Account Managers","AWS Professional Services",0
0000596,03,"A customer would like to design and build a new workload on AWS Cloud but does not have the AWS-related software technical expertise in-house. Which of the following AWS programs can a customer take advantage of to achieve that outcome?","AWS Partner Network Technology Partners,AWS Marketplace,AWS Partner Network Consulting Partners,AWS Service Catalog","AWS Partner Network Consulting Partners",0
0000597,03,"Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?","Implement automation,Design for agility,Design for failure,Implement elasticity","Design for failure",0
0000598,03,"Which AWS services can host a Microsoft SQL Server database? (Select TWO)","Amazon EC2,Amazon Relational Database Service (Amazon RDS),Amazon Aurora,Amazon Redshift,Amazon S3","Amazon EC2,Amazon Relational Database Service (Amazon RDS)",1
0000599,03,"Which of the following inspects AWS environments to find opportunities that can save money for users and also improve system performance ?","AWS Cost Explorer,AWS Trusted Advisor,Consolidated billing,Detailed billing","AWS Trusted Advisor",0
0000600,03,"Which of the following Amazon EC2 pricing models allow customers to use existing server-bound software license ?","Spot Instances,Reserved Instances,Dedicated Hosts,On-Demand Instances","Dedicated Hosts",0
0000601,03,"Which AWS characteristics make AWS cost effective for a workload with dynamic user demand? (Select TWO)","High availability,Shared security model,Elasticity,Pay-as-you-go pricing,Reliability","Elasticity,Pay-as-you-go pricing",1
0000602,03,"Which service enables risk auditing by continuously monitoring and logging account activity, including user actions in the AWS Management Console and AWS SDKs?","Amazon CloudWatch,AWS CloudTrail,AWS Config,AWS Health","AWS CloudTrail",0
0000603,03,"Which of the following are characteristics of Amazon S3? (Select TWO.)","A global file system,An object store,A local file store,A network file system,A durable storage system","An object store,A durable storage system",1
0000604,03,"Which services can be used across hybrid AWS Cloud architectures? (Select TWO.)","Amazon Route 53,Virtual Private Gateway,Classic Load Balancer,Auto Scaling,Amazon CloudWatch default metrics","Amazon Route 53,Virtual Private Gateway",1
0000605,03,"What costs are included when comparing AWS Total Cost of Ownership (TCO) with on-premises TCO?","Project management,Antivirus software licensing,Data center security,Software development","Data center security",0
0000606,03,"A company is considering using AWS for a self-hosted database that requires a nightly shutdown for maintenance and cost-saving purposes. Which service should the company use?","Amazon Redshift,Amazon DynamoDB,Amazon Elastic Compute Cloud (Amazon EC2) with Amazon EC2 instance store,Amazon EC2 with Amazon Elastic Block Store (Amazon EBS)","Amazon EC2 with Amazon Elastic Block Store (Amazon EBS)",0
0000607,03,"Which of the following is a correct relationship between regions, Availability Zones, and edge locations?","Data centers contain regions,Regions contain Availability Zones,Availability Zones contain edge locations,Edge locations contain regions","Regions contain Availability Zones",0
0000608,03,"Which AWS tools assist with estimating costs? (Select three.)","Detailed billing report,Cost allocation tags,AWS Simple Monthly Calculator,AWS Total Cost of Ownership (TCO) Calculator,Cost Eliminator","Cost allocation tags,AWS Simple Monthly Calculator,AWS Total Cost of Ownership (TCO) Calculator",2
0000609,03,"Which of the following are advantages of AWS consolidated billing? (Select TWO.)","The ability to receive one bill for multiple accounts,Service limits increasing by default in all accounts,A fixed discount on the monthly bill,Potential volume discounts, as usage in all accounts is combined,The automatic extension of the master account's AWS support plan to all accounts","The ability to receive one bill for multiple accounts,Potential volume discounts, as usage in all accounts is combined",1
0000610,03,"Which of the following Reserved Instance (RI) pricing models provides the highest average savings compared to On-Demand pricing?","One-year, No Upfront, Standard RI pricing,One-year, All Upfront, Convertible RI pricing,Three-year, All Upfront, Standard RI pricing,Three-year, No Upfront, Convertible RI pricing","Three-year, All Upfront, Standard RI pricing",0
0000611,03,"Compared with costs in traditional and virtualized data centers, AWS has:","greater variable costs and greater upfront costs,fixed usage costs and lower upfront costs,lower variable costs and greater upfront costs,lower variable costs and lower upfront costs","lower variable costs and lower upfront costs",0
0000612,03,"A characteristic of edge locations is that they:","host Amazon EC2 instances closer to users,help lower latency and improve performance for users,cache frequently changing data without reaching the origin server,refresh data changes daily","help lower latency and improve performance for users",0
0000613,03,"Which of the following can limit Amazon Storage Service (Amazon S3) bucket access to specific users?","A public and private key-pair,Amazon Inspector,AWS Identity and Access Management (IAM) policies,Security Groups","AWS Identity and Access Management (IAM) policies",0
0000614,03,"Which of the following security-related actions are available at no cost?","Calling AWS Support,Contacting AWS Professional Services to request a workshop,Accessing forums, blogs, and whitepapers,Attending AWS classes at a local university","Accessing forums, blogs, and whitepapers",0
